"CSCN","Drug","Class","CSA Schedule","Narcotic","Other Names"
"9670","Poppy Straw Concentrate","opioid","II","Y","Concentrate of Poppy Straw, CPS"
"2764","Prazepam","depressant","IV","N","Centrax"
"2782","Pregabalin","other","V","N","Lyrica"
"9643","Proheptazine","opioid","I","Y",""
"9644","Properidine","opioid","I","Y",""
"9649","Propiram","opioid","I","Y","Algeril"
"4000","prostanozol (17β-hydroxy-5α-androstano[3,2-c]pyrazole)","steroid","III","N","Prostanozol;"
"9759","Protonitazene (N,N-diethyl-2-(5-nitro-2-(4-propoxybenzyl)-1H-benzimidazol-1-yl)ethan-1-amine)","","I","Y",""
"7437","Psilocybin","hallucinogen","I","N","Constituent of ""Magic mushrooms"""
"7438","Psilocyn","hallucinogen","I","N","Psilocin, constituent of ""Magic mushrooms"" (Positional Isomers: 6-hydroxy DMT; 7-hydroxy DMT)"
"1485","Pyrovalerone","stimulant","V","N","Centroton, Thymergix"
"2881","Quazepam","depressant","IV","N","Doral"
"9732","Racemethorphan","opioid","II","Y",""
"9645","Racemoramide","opioid","I","Y",""
"9733","Racemorphan","opioid","II","Y","Dromoran"
"9739","Remifentanil","opioid","II","Y","Ultiva"
"2846","Remimazolam  (4H-imidazol[1,2-a][1,4]benzodiazepine-4-propionic acid)","depressant","IV","N","8-bromo-1-methyl-6-(2-pyridinyl)-(4S)-methyl ester, benzenesulfonate (1:1) and also, methyl 3-[(4S)-8- bromo-1-methyl-6-pyridin-2-yl-4H-imidazo[1,2- a][1,4]benzodiazepin- 4yl]propanoate benzenesulfonic acid"
"2315","Secobarbital","depressant","II","N","Seconal, Tuinal"
"2316","Secobarbital & noncontrolled active ingred","","III","N",""
"2316","Secobarbital suppository dosage form","","III","N",""
"1729","Serdexmethylphenidate","stimulant","IV","N",""
"1675","Sibutramine","stimulant","IV","N","Meridia"
"1650","Solriamfetol (2-amino-3-phenylpropyl car-bamate;benzenepropanol, beta-amino-, carbamate (ester))","stimulant","IV","N",""
"1635","SPA","stimulant","IV","N","1-dimethylamino-1,2-diphenylethane, Lefetamine"
"7008","SR-18 (1-Cyclohexylethyl-3-(2-methoxyphenylacetyl)indole)","cannabimimetic agent","I","N","SR-18 and RCS-8"
"7104","SR-19 (1-Pentyl-3-[(4-methoxy)-benzoyl] indole","cannabimimetic agent","I","N","SR-19 and RCS-4"
"4000","stanozolol (17α-methyl-17β-hydroxy-5α-androst-2-eno[3,2-c]-pyrazole)","steroid","III","N","Winstrol, Winstrol-V"
"4000","stenbolone (17β-hydroxy-2-methyl-5α-androst-1-en-3-one)","steroid","III","N",""
"1405","Stimulant compounds previously excepted","stimulant","III","N","Mediatric"
"9740","Sufentanil","opioid","II","Y","Sufenta"
"2600","Sulfondiethylmethane","depressant","III","N",""
"2605","Sulfonethylmethane","depressant","III","N",""
"2610","Sulfonmethane","depressant","III","N",""
"2223","Suvorexant","depressant","IV","N","MK-4305,  [(7R)-4-(5-chloro-1,3-benzoxazol-2-yl)-7- methyl-1,4-diazepan-1-yl][5-methyl-2-(2H-1,2,3- triazol-2-yl)phenyl]methanone"
"2100","Talbutal","depressant","III","N","Lotusate"
"9780","Tapentadol","opioid","II","Y",""
"2925","Temazepam","depressant","IV","N","Restoril"
"4000","testolactone (13-hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid lactone)","steroid","III","N","Teolit, Teslac"
"4000","testosterone (17β-hydroxyandrost-4-en-3-one)","steroid","III","N","Android-T, Androlan, Depotest, Delatestryl"
"7370","Tetrahydrocannabinols","hallucinogen","I","N","THC, Delta-8 THC, Delta-9 THC, dronabinol and others"
"4000","tetrahydrogestrinone (13β,17α-diethyl-17β-hydroxygon-4,9,11-trien-3-one)","steroid","III","N","THG"
"2886","Tetrazepam","depressant","IV","N","Myolastan, Musaril"
"9315","Thebacon","cannabimimetic agent","I","Y","Acetylhydrocodone, Acedicon, Thebacetyl"
"9333","Thebaine","opioid","II","Y","Precursor of many narcotics"
"9729","Thiafentanil","opioid","II","Y","Thianil"
"2100","Thiamylal","depressant","III","N","Surital"
"9835","Thiofentanyl","opioid","I","Y","Chine white, fentanyl"
"9839","Thiofuranyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylthiophene-2-carboxamide; also known as 2-thiofuranyl fentanyl; thiophene fentanyl)","opioid","I","Y",""
"2100","Thiopental","depressant","III","N","Pentothal"
"7024","THJ-2201  [1-(5-fluoropentyl)-1H-indazol-3-yl](naphthalen-1-yl)methanone","cannabimimetic agent","I","N","THJ-2201"
"7295","Tiletamine & Zolazepam Combination Product","depressant","III","N","Telazol"
"9750","Tilidine","opioid","I","Y","Tilidate, Valoron, Kitadol, Lak, Tilsa"
"9752","Tramadol (2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexanol)","narcotic","IV","Y","Tramadol"
"4000","trenbolone (17β-hydroxyestr-4,9,11-trien-3-one)","steroid","III","N","Finaplix-S, Finajet, Parabolan"
"2887","Triazolam","depressant","IV","N","Halcion"
"9646","Trimeperidine","opioid","I","Y","Promedolum"
"9547","U-47700 (3,4-dichloro-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide)","opioid","I","Y","U-47700"
"7144","UR-144 (1-Pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)metanone","cannabimimetic agent","I","N","UR-144"
"9840","Valeryl fentanyl","opioid","I","Y","N-(1-phenethylpiperidin-4-yl)-N-phenylpentanamide"
"2100","Vinbarbital","depressant","III","N","Delvinal, vinbarbitone"
"2781","Zaleplon","depressant","IV","N","Sonata"
"9873","Zipeprol (1-methoxy-3[-4-(2-methoxy-2-phenylethyl)piperazin-1-yl]-1-phenylpropan-2-ol)","opioid","I","Y",""
"2783","Zolpidem","depressant","IV","N","Ambien, Ivadal, Stilnoct, Stilnox"
"2784","Zopiclone","depressant","IV","N","Lunesta"
"2420","Zuranolone","depressant","IV","N","ZURZUVAE"
"4000","[3,2-c]-furazan-5α-androstan-17β-ol","steroid","III","N",""
"4000","[3,2-c]pyrazole-androst-4-en-17β-ol","steroid","III","N",""
"7551","α-PiHP (4-methyl-1-phenyl-2-(pyrrolidin-1-yl)pentan-1-one)","stimulant","I","N","α-PiHP; alpha-PiHP"
"4000","Δ1-dihydrotestosterone (17β-hydroxy-5α-androst-1-en-3-one)","steroid","III","N","1-Testosterone"
